date,likesCount,profileName,commentsCount,text
2023-01-06T19:06:41.000Z,0,9c062b981d13fec8c3dd59d1c7b059bd8c9e38a0788c20bb8cf97bb69ba4b91a,,"The “greenhouse effect” is concerned with the infrared radiation given off by the earth. The sun’s radiation basically passes through the oxygen and nitrogen in the earth’s atmosphere and lands on the earth’s surface, where 70% of it is absorbed; 30% is reflected back into the atmosphere. Part of this radiation bounces off the greenhouse gases and returns to be absorbed by earth. The greenhouses gases (GHGs) are water vapor (H2O), carbon dioxide (CO2), nitrous oxide (NO2) and methane (CH4).

How long does CO2 remain in the atmosphere? This is a difficult question because there are several processes that remove carbon dioxide from the atmosphere. From 65% to 80% of the CO2 that is released into the air dissolves into the ocean over a period of 50-200 years. The rest is removed over several hundred thousand years. According to the IPCC Fourth Assessment Report, about 50% of CO2 increase will be removed from the atmosphere within 30 years, another 30% will be removed within a few centuries and the remaining 20% may stay in the atmosphere for thousands of years. This means that if we could stop carbon dioxide emissions tomorrow, the carbon dioxide in the atmosphere would continue to warm the climate for thousands of years. Methane (CH4), by contrast, persists for about 12 years. Thus, even though methane is 26 times more potent than carbon dioxide, its effect is relatively short-lived. Furthermore, methane has increased from 700 ppb in 1750 to 1893 ppb today; notice that is parts per billion, not parts per million.

If the emissions of carbon dioxide into the atmosphere are causing global warming, how much will the earth warm up by the year 2100? This depends upon how many billions of tons of carbon dioxide are being emitted into the atmosphere. As a general rule, about 1 trillion tons of additional carbon dioxide in the atmosphere (actually 975 billion) will translate to about 125 ppm of additional carbon dioxide. Also, 125 ppm of additional carbon dioxide translates to about 1.8 °F (1 °C) in global warming. This can be verified by the fact that pre-industrial carbon dioxide was about 280 ppm and is now about 405 ppm. During this period, the planet warmed up about 1 °C.

Scientists have measured the amount of atmospheric carbon dioxide which corresponds to 1 ppm and have found that this corresponds to 7.8 billion metric tons of CO2 in the atmosphere. Therefore, in order to increase the global temperature by 1 °C, you would need 125 x 7.8 billion or 975 billion metric tons of carbon dioxide. A metric ton equals 1,000 kilograms (or 2.2 x 1,000 = 2,200 pounds); the U.S. is the only country in the world that does not use the metric ton. In 2016, the world pumped 36.1 billion metric tons (or 39.8 U.S. Gt) of carbon dioxide into the atmosphere. The average per capita emission of carbon dioxide is 7 metric tons per person per year. In the year 2100, there will be about 11 billion people. Therefore, in 2100, in a business-as-usual scenario, we can expect the world to emit 11 x 7 or 77 billion metric tons into the atmosphere per year or an average of 56.5 billion tons for the next 80 years, i.e., an accumulation of 4.52 trillion tons of CO2 by 2300.  Less 25% (1.13 Tt) due to carbon sinks (the oceans are almost saturated with CO2), the world will have an accumulation of 3.4Tt (4.52 – 1.13) of carbon in the atmosphere. Dividing 3.4 trillion tons of CO2 by 975 million = 3.48 °C (6.26 °F).  This means that the world will be 6.26 °F warmer in 2100 than it was in 2020.

The rise in sea level comes from two distinct processes: water expansions (3.3 feet) due to the added 6.26 °F of increased temperature and melting ice, mainly from Greenland (.41 feet) and the Antarctica (.2 feet) or 3.91 total feet by 2100, as well as increased extraction of groundwater due to irrigation.   Although we do not usually notice it, water expands very slightly as it gets warmer. The second and potentially greater contribution to rising sea level comes from the melting of glacial ice. Antarctica has 90% of the ice, Greenland has 9% of the ice (2,931 trillion tons of ice) and the remaining 1% is tied up in continental glaciers, which except for the Himalayas will all melt by 2100.  If Greenland completely melts, it will raise the sea level by about 24 feet (7.2 meters).  If the Antarctica completely melts, it will add 200 feet (or 60 meters) to the sea level rise.   

In the year 2100, I predict that fossil fuels will be almost depleted (coal may last until 2150) and that the temperature rise will level off. My model predicts that Greenland will be losing about 500 Gt of ice per year until the end of the century, resulting in about 0.41 feet of sea level rise by 2100.  In addition, the Antarctica will add another 0.2 feet of sea level rise. Adding this to the 3.3 feet for thermal warming results in a sea level rise of 3.9 feet.  Now add 2 feet due to melting of the West Antarctic Ice Sheet (WAIS) due to the collapse of the Pine Island and Thwaites glaciers and you have a 5.9 foot sea level rise by the end of the century.  NOAA (the National Oceanic and Atmospheric Administration) states that the oceans could rise 8 feet by 2100 under a worse-case scenario, namely a complete collapse of the WAIS.  

What effect would a 5.9 foot sea level rise have on the U.S.? Miami is one of the most vulnerable places to rising seas. About 2 million Americans would see their homes permanently flooded if sea levels rise just 3 feet. If the sea level rises 6 feet, 6 million Americans would see their homes permanently flooded. A new study predicts that as many as 13.1 million Americans in coastal areas will have to relocate by 2100 if the sea level rises 5.9 feet (1.8 meters), which is what I expect to be the most likely scenario.

In addition to sea-level rise, global warming is contributing to increases in the spread of insect-borne illnesses and crop-damaging pests. For example, diseases such as Zika, dengue fever and chikungunya are transmitted by mosquitoes, which pick up these diseases by biting infected people and then spreading them to other people through subsequent bites. Research has shown that warmer temperatures shorten the incubation period, which means the disease can spread more rapidly. Warmer temperatures also tend to increase the geographic range of insects.

Global warming also translates into more extreme weather events because higher temperatures mean an increase in energy in the atmosphere and oceans; energy is what drives weather. While we cannot attribute any particular storm to global warming, we can tie an overall trend to global warming. It makes logical sense that warm ocean waters give birth to more intense weather. Generally, hurricanes cannot survive for long over sea surfaces that are cooler than about 79 °F (26 °C). The longer the ocean waters stay above 79 °F, the more opportunity there is for a hurricane to blossom.

Lastly, global warming will result in more droughts, floods and water scarcity.  Demand for water has tripled during the past 50 years. Currently a half billion people live in a water-stressed country. By 2025, that number is expected to increase to about 3 billion. The vast majority of fresh water, about 70%, is used for agriculture. On the U.S. East Coast, much of the water supply comes from surface water, whereas most of the Midwest gets its water supply from a combination of surface waters and well water. The well water comes from underground aquifers such as the Ogallala Aquifer. At present rates of withdrawal, parts of the Ogallala Aquifer water will be available for irrigation for only another 10 to 20 years."
2022-11-30T04:56:29.000Z,0,fce4a0f9af3b46e87482faa63c7a38172e01e1cff0690805b3626b16953e8df0,1.0,No to plastic pollution
2023-07-13T16:46:20.000Z,19,cc1396cd079ceca397956dc0d5be870f5dcc608a7ff7c25f05dad624c02e9a41,15.0,I was born in 1960 and spend a lot of time outdoors.  It’s getting hotter and storms are getting more intense.
2023-07-07T17:45:13.000Z,2,1241f3e3de1fa8971e9b840bfb90307b1fecf1083942d32ed5f1f36351bcfa87,,We all have to move to the Sahara desert and use solar energy (very few trees to cut down in the Sahara)
2023-07-26T17:43:08.000Z,0,e4a6c77dc2279c766fbe4d238fe52fd3d7dc1a13a09ddcea4ef7c0d4c8d17654,,So when did we start directly measure temperatures?
2023-07-08T00:05:17.000Z,1,fa9f1276f7c707476885f256497ab9c004f32d6178610bafb8a533adf304841e,,😭
2023-07-10T20:00:56.000Z,2,f450109d7f1099c971f6bc87d710d9194992ca5d7a169144044d78aa446bea60,,"Earth Sun Screen - We as Collaborative Earthlings Launch Lightweight Material such as thin film darkened (tinted) plastic or some lightweight barrier (carbon fiber) into Outer Space to act as a Sunscreen /awning / louvers /pergola between the Earth and the Sun. Placed in orbit to block out the hottest portion of the sun's rays.

Trojan Point / LaGrange Point - is the place between 2 orbiting bodies of gravity equilibrium. Equal pull in both directions. Wherein an object is stuck / suspended between the 2 orbiting bodies and appears motionless in the sky above. This point between the earth and the sun is called L1 (LaGrange1) andis located approx 3 weeks journey from earth,  Possible Timeline: If 100 square miles of material are needed. And if we can launch 1 square mile of Sun Screen material per launch. 100 launches would be needed to assemble the full sun screen panel. Meaning an initial SunScreen Could in theory be fully installed in 1-2 years.

The Orbital Earth Sun Screen could be UV Blocking or tinted different colors to change the color output of the sun's light to benefit / amplify plant life with less heat or bad UV rays. Acting as not only a tint / ""sunglass"" but also a UV Light filter, blocking harmful UV Rays, while changing the output color of the sun to help plants grow faster, with less direct UV heat.

An Orbital Sunscreen could act as a Thermostat to control the sun's output to the earth. Giving Mankind Climate Control. It takes 3 weeks to get to L1 Lagrange Point 1. Maintenance, service, and crew change missions are possible. 

This is Not a permanent fix. Only a delaying action.  
Can someone Calculate how big a 
Solid object 
Spaced apart panels
would have to be to have a 1 degree effect etc.?

Would any benefits come from this?
Adjustable Tint 
Change UV output / polarization for earth plantlife benefits
Change Output Color for plantlife Benefits? 

Thanks for any help or info on this matter"
2023-09-01T16:10:07.000Z,1,39d8d1a28f3f0fa9cc9fa824f62483ea893de6e968293e8f8ba091d0ca722682,,"This is what The CREATOR says about Climate abd weather.

 Amos 4:7
“I also withhold rain from you when the harvest was still three months away. I sent rain on one town, but withheld it from another. One field had rain; another had none and dried up.”

Zechariah 10:1
“Ask the Lord for rain in the season of spring rain. The Lord makes the rain clouds, and He will give them showers of rain and crops in the field for everyone.”

John 3:8
“The wind blows where it pleases, and you hear its sound, but you don’t know where it comes from or where it is going. So it is with everyone born of the Spirit.”"
2023-07-08T14:48:49.000Z,2,04cf3010343d6f8d700ad997fcdb77736e7572329e2d4be085924334939eb9d5,,Awesome! Maybe I can start growing palm trees in my front yard?
2023-07-12T20:30:32.000Z,1,11038dd8478e0251e13643452121860225da67f473bc1f98eb14b7e1ae329f47,,"If climate action is also important to you, don’t miss this week’s Firelight Chat on Wednesday – Climate: Where We Are and What to Do. Marianne will be joined by Peter Kalmus, climate scientist and author of Being the Change: Live Well and Spark a Climate Revolution.
You can watch the stream live directly on our website, marianne2024.com, or follow on Facebook, Twitter, or YouTube this Wednesday, July 12th at 6pm ET/ 3pm PT."
2023-07-19T07:30:21.000Z,2,58203f65b2c81df85c67724d22146380b9f77b4b75feb3eb0b91f69b3692ff82,,Please urge your political representatives to wake up and fight the fossil fuel industry.
2023-07-27T18:53:34.000Z,4,4e0b2cb7edfc998f2058f31d0d9e47f0af53dd14e30c825e2c5f8cb1a8240d77,,"Republicans would rather boil the planet and destroy the lives of future generations—than admit that liberals and scientists were correct about climate change. 

It’s literally that simple."
2023-07-26T15:29:36.000Z,2,0f0a7eb5795a851eb23d88ba00229aba3e73fd12680b3570fe21c627de4cec4c,,"Planet Earth is warming up fast.  Hurricanes, flooding, and spontaneous fires are occurring more often, with more intensity."
2023-07-13T16:33:35.000Z,5,91afb6a118f4aca1ed6eec32eec7e40d28caebbdef5a11d6dd5e817245af9514,1.0,Now they're aware.
2023-07-08T11:55:35.000Z,1,bd0da9a2a0634beab3f7fdd3164cd7a853c7d4c7aba33b98103349859e9a59ac,1.0,How can the heat of the planet be measured accurately unless the body of the thermometer is placed in space and only the sensitive part on the earth just as it would not be accurate to measure anything by imprisoning the whole thermometer in it?
2023-07-07T21:27:29.000Z,4,79ee5dc2b26f761215ecf89449152f9d89c1fd3ff8982aaed1e91863aacb1d14,6.0,I guess we need to do more to reduce CO2 emissions 🤔
2023-07-10T15:18:43.000Z,2,78e4838d309581b00d26720162b50ed82ab4f66955641e9d98d82b9bdcc2a05e,1.0,
2023-07-11T01:44:32.000Z,2,e7de652318ed6bc2c90ee02a325514141b441b1446e24be4b9d0c51cc33b0513,,nothing to see here folks....move right along....
2023-07-24T15:58:50.000Z,1,f74d750ae1b70eb2360d26a01581e2c14f1803bf3abb87f660aab7658fe7df6d,2.0,I'm in disagreement with someone that says that the heat waves of the 1930s prove that current climate science is wrong about CO2 levels and climate change. What is a good counterpoint to make?
2023-07-07T23:26:01.000Z,9,eedd4128f0898d7091472afa32440df11031c74c0f0cdffc15c6640609e7fd18,,We are speedrunning global ecosystem collapse.
2023-07-08T21:01:39.000Z,1,a08f89c9a71a46348df59658d01eed4b34c817f21a05b403f0161de90e6641fc,,
2023-07-07T16:37:57.000Z,0,7a1143f4df201b502fc4dc693a6e5a2471d0bbf27c5c88d66751c37850a8f6d0,,
2023-07-13T22:50:26.000Z,1,7976f649b4c6e82a808bbb6ded6da7d6fb2dc1fd8b135d90af1c457d701b3198,1.0,Wonder what's causing these heat waves. And when are we starting the measuring in global Temps.
2023-07-07T22:54:55.000Z,0,c366a96ec23530394a2ecd06756c2cb21d19d5d3370fedcd5f61b764ccaa744d,,Joni Shepherd Silva Charles Silva
2023-07-12T02:46:45.000Z,0,6712665505c9384c6ced4cc1f4b6bcd3e619771ab39f255a33a53796a3c8af8f,,Genesis HC
2023-09-15T11:35:56.000Z,0,282c450f912e38a665ac07a82b2d618a297cb0f677955cd05c80a244e84cbf2b,,🐂
2023-07-11T20:20:23.000Z,0,1a9f8bfc50f7e22f2219db2c8d1af06c65e8de172fbcc30eb40cb831388e84a7,2.0,CC?  NO way to predict ACCURATELY!!
2023-07-09T18:37:53.000Z,1,c926ec96760547a1a39ecdf07ba93f3e5f920ed9ae22525cecf30dd2b97841e1,,https://m.youtube.com/watch?v=2XuAhOnWQh8&pp=ygUzd2hhdCB0aGUgbWVkaWNhbCBjb21tdW5pdHkgaGFzIHRvIHNheSBhYm91dCBjbGltYXRl
2023-07-14T23:10:32.000Z,0,84163dc4e4f44684bc786338d1d1184cf6b63fb1823b72c125e73c6c55ee34c1,,Don't worry...the very uneducated oil sycophant MAGAts🤡 assure us it is just weather .
2023-07-07T15:57:35.000Z,1,97692252b4028b52a575809cefa9b78c98296d412ee6100d5127640be42c26dd,,https://linkso.medium.com/why-the-latest-on-climate-change-is-dire-and-probably-worse-than-theyre-telling-us-78a446c07273
2023-07-29T20:56:19.000Z,0,d70afd2e1791184519f96b46b751f5bb439e49791086cc708619516f6b27f819,,Suzie A. Woodruff-Gray
2023-07-26T18:18:19.000Z,0,997d533437c7c0bd27a3a7364c565c2e2533e6daf2b28553f725e53024e18b76,,
2023-07-26T18:17:45.000Z,0,997d533437c7c0bd27a3a7364c565c2e2533e6daf2b28553f725e53024e18b76,,
2023-07-19T15:16:59.000Z,1,147dfe43072dfeed97ae44241eebdf612e1e0d2a304dee1541d232b43d6fa822,,"Dear world, if there was ever a time for the world to UNITE it would be now. I invite all on planet earth to join me giving our beautiful planet a day off 1 day a week on Sundays. The only requirement needed for this to happen and become a reality is rest. The world is spending billions on UNCERTAINTY to save this planet trying to cool it,but cooling it is not changing the amount of emissions on earth or in the atmosphere. Watching and reading all that is being,attempted and done is like watching the movie groundhog day. Trial and error,unknown results,uncertainty,knowing the damage and destruction,and doing it anyway. Repeat again and again and again. Why hasn’t there ever been a time promoting  no risk,effective solution to save planet earth eliminating the amount of emissions on and in the planet just by turning it all off? It is free and results are immediate. Maybe this will not change the amount of emissions in atmosphere from 10 yrs ago,but if earth got that rest 1 day a week it will absolutely rejuvenate all that is being used and needed for earth to be more efficient and effective. Stop experimenting with so much uncertainty that is potentially more destructive and jwork on promoting the world to give earth off on Sundays and shut it off! Maybe the results would be miraculous and would heal this planet quicker than we’d ever imagine. We will never know until it’s done. Make that your great experiment to save the planet. There is no more time to waste and wildfires fires and wars only escalated the time left! We have to act immediately Knowing results not tomorrowS uncertainty! SHUT IT DOWN 1 day a week and NOW! Thanks. Spread the word❤️"
2021-09-23T18:12:08.000Z,10,c35f225c2f3a34583cd735a52123d4a6f7bbf9b838108cc371b347010547dc86,,Thank you NASA Climate Change.  Your patience and thoroughness with deniers is remarkable.  We need more scientists like you that can explain things to the average person.  I hope to see more discussions like this.  This is the World's number one problem and no one wants to talk about it.
2021-09-23T14:46:40.000Z,24,6081189669543489de1a89118af5054fee562ebba71e6736be721cbbc3ae04a8,,"I miss my "" old school America""  where we turned to our scientists and doctors for  advice about issues of climate and public health."
2021-09-23T18:28:57.000Z,18,578e96bb97c8dc0404aa06c8727e4043e434a83af535ad86a5a9a59d08393c7d,,"Thank you Nasa for explaining the scientific evidence. I enjoy reading your articles. I know that I'm not a scientist, but learning and having respect for our earth, should be our ultimate goal."
2021-09-23T12:55:54.000Z,33,ba0d81858d0996f0b9466a6a4b20f842234bef39bcd6814a3a6c650a38980827,10.0,I’m amazed that we’ve been warned since the 70’s about greenhouse gases and I have seen little done over those years. My hopes were after the awareness was made so would action? And here we are. 
2021-09-23T07:53:27.000Z,10,c1c4bf7507d3629d395e4fdba9cf4e24e78be2edf65e59b6568ec48b766c7ac5,6.0,And in the last 20 years the variance is reduced by half or more. That probably means that the oceans are absorbing and releasing energy faster than they used to. That could be both the cause and the result of more severe weather systems. Just guessing.
2021-09-23T17:36:51.000Z,0,a99697a533b0a85e404af48989b14a57620dc05e141698aa64fbe190424ffddd,,"The question is, how can we help? Each of us could do a little everyday. I know many people who don’t recicle, and the amount of trash that is dumped into the oceans,lakes, rivers, mountains it is huge, if we all really care there lost of thinks we can do  to make the world a better place, lest get informed and help, let’s doit for the new generation."
2021-09-22T23:33:48.000Z,9,ff1b7fe8e8b2508c5ee61b6043634f5c21403b9257ee4c76b6908e46e63bf87b,1.0,Time to really do something different. Time to build back better! Better! BETTER!
2021-09-23T19:46:23.000Z,1,63f3aac7c531942526fa8f6bc6103191d942fff5891d4cc9f6f454abc1d9349f,5.0,Only 140 years of data?? C'mon now! We've been going through the same cycles for eons...
2021-09-23T17:16:06.000Z,0,b158e5b216072255b213492a837d504fb1a90e0180a5850b290890c9bfb3a199,1.0,"I don't understand the graph, what does it all mean?"
2021-09-27T15:22:05.000Z,0,0fad5ee14d79a310ff37ea261e5cb719e1c0d5f41a5f2bc24bb5017e510135df,2.0,"My question is to NASA. The air in a greenhouse is heated by solar radiation, an increase in solar radiation temperature would also increase temperature. If the temperature outside the earth's atmosphere is above the boiling point of water (approx. 120°C), is it not possible that an increase could affect the atmosphere. Also, heated cosmic radiation could affect the temperature. What comes to mind is the 'P' theory. In an outdoor public unheated pool, you come along a warm spot of water. (We all know what that means.) The solar system could be traveling through such a heated radiation cloud. The Milky Way galaxy has chaotic catastrophic events of stellar birth, life and death throughout. Clouds or jets of superheated radiation blasted into space. Well, we might be entering that space. But, closer to home, one just has to look at a frosted window, on a winter morning, as the light from the sun hits it. With temperatures below freezing, the sun's rays melts the frost. Back to my question, ""Are we just beating a dead horse in hopes to ride forever?"""
2021-09-23T19:01:20.000Z,0,7e6c23b3d1f973a0564755059c26ca6d8f8e003d6b6ade015692dc0df5093aa2,1.0,Humans are not understanding life on earth because we only started to study it. Funny that the universe allows us to pretend we have a clue what a warmer earth actually means. 
2021-09-23T17:34:40.000Z,0,5cc8efc361a105e1e6a89cf2a868b47798778f6d1272ac1ca42d8b57de4128dc,,😲
2021-10-04T14:52:50.000Z,0,a597fd2de847c270b2c5dc85ef452a7d904d77e55fde8eeb47497db10c405f6f,,we all on the same boat. i think if we didn't stop oil production by now the water would evaporate and goes outside earth.
2021-09-24T20:40:54.000Z,1,7c56779d974f7e327968f0c0b5915149a09ef0465a779c9704023614427d848c,,"omg.  the slope of the blue line, then the yellow line, then the purple line and now the green line... keep getting steeper.  not only are we heating up but we are heating up FASTER.  this is insane.  and the eruptions during the cooling periods...wonder if there will be cooling periods"
2021-09-24T06:59:31.000Z,1,cd8e3b1829b8068992ec8232820a80f79d504227caa6c4269edf3650b1145873,,"Thank you NASA for continuing to highlight this climate catastrophe.  Please keep the conversation going as there is a lot of ignorance to overcome.

The impacts of climate change are already here and are causing devastation to our ecology and environment.   We need to campaign and  lobby our governments to bring in legislation quickly."
